Name,Artist,Topic,Lyrics
Girls Kiss Girls,Jucee Froot,Sexually Explicit,"[Intro: Logic] What Juicy say? He be like, shut the fuck up! [Chorus: Jucee Froot] Let me see your tongue ring, bitch Let me see your nipple ring, bitch Do you got a pussy ring? bitch Can you do some freaky things with it? I got girls kissing girls, girls kissing girls She gon fuck her besty when her nigga on her nerves Girls kissing girls, girls kissing girls She don't want no dick, she want some pussy on her pearl [Verse 1: Jucee Froot] Let me gon tell you niggas what your bitches be doing Yeah my name is Jucee Froot, and like the gum she be chewing Say that before she met me, that she never would do it But it's something bout that [?], say she never would lose it Real P bitch, real P bitch Why you say that nigga broke? Let him be, bitch Got the same thing, bitch, I know what you need, hoe Don't you be a tese, bitch, let me feel your ring, hoe [Chorus: Jucee Froot] Let me see your tongue ring, bitch Let me see your nipple ring, bitch Do you got a pussy ring? bitch Can you do some freaky things with it? I got girls kissing girls, girls kissing girls She gon fuck her besty when her nigga on her nerves Girls kissing girls, girls kissing girls She don't want no dick, she want some pussy on her pearl [Verse 2: Jucee Froot] I don't gotta turn her out, told her what's up with that mouth Now she never at the house, tryna call me eat it out Why you cuffing, nigga keep that hoe in check Say she never smoke, but she be smoking out the pound She on that Reefer, watch how she'll eat ya She a bitch eater, never know, she'll be a creamer Wet wet, not talking [?] Made her hot, now she got the feaver Nigga go get your hoe, you ain't seen her Been riding this face like a beemer [Chorus: Jucee Froot] Let me see your tongue ring, bitch Let me see your nipple ring, bitch Do you got a pussy ring? bitch Can you do some freaky things with it? I got girls kissing girls, girls kissing girls She gon fuck her besty when her nigga on her nerves Girls kissing girls, girls kissing girls She don't want no dick, she want some pussy on her pearl [Verse 3: Juicy J] It's your boy Juicy J! Girls kissing girls, now they both gon eat a dick Holy shit, they got table manners, they swallo not spit Shawty lick, she just bought an ass, and I just bought her tits Spray my kids all in her face, she can't wait to baby sit I got girls kissing girls, they don't kiss and tell Bitch can't even hit my weed, if her pussy smell Superman in real life, KK is my criptanight Three Lois Lanes in my hotel having a pillo fight All this ass and titties around me, I'm enjoying the view Bad bitches coming through, maybe bring a friend or two It's that real ass nigga Juicy J, and my bitch Jucee Froot Pretty hoes with cammle toes feel like I work at the zoo [Chorus: Jucee Froot] Let me see your tongue ring, bitch Let me see your nipple ring, bitch Do you got a pussy ring? bitch Can you do some freaky things with it? I got girls kissing girls, girls kissing girls She gon fuck her besty when her nigga on her nerves Girls kissing girls, girls kissing girls She don't want no dick, she want some pussy on her pearl"
The Truth,Rubi rose,Sexually Explicit,"Uh, when I'm fuckin' you look in my eyes and just tell me the truth (tell me the truth) When I'm callin' you pick up your line, nigga, what is you doin'? (What is you doin') You tellin' me you with your homies but what is you doin'? (What is you doin'?) Had to put a nigga in check he actin' stupid Boy don't you tell me them lies Probably fuckin' that hoe on the side I got eyes everywhere, and my bitches at the party they tell me they see you outside Thought a bum broke bitch said somethin' When I'm ready I say when to leave, he throw me the keys and tell me to drive Checkmate through the hunnids I'm thumbin' Heard bitches is scared I'm comin' Show a lil' bitch how to get old, old money Yeah, I ran it up as a youngin' I cut him off he trippin' Fuck it business is business This nigga mad cause he spendin' his money on me and I ain't let him hit it He off the wall, he pissed They ask all the time how you got these niggas I tell 'em it's all in the wrist Put this ass on him make him drown one time 'til he can't resist Stay ten toes, I'ma stand on my words and paint my picture Let it get past twelve, he out alone that ain't my nigga Uh, when I'm fuckin' you look in my eyes and just tell me the truth (tell me the truth) When I'm callin' you pick up your line, nigga, what is you doin'? (Fuck is you doin') You tellin' me you with your homies but what is you doin'? (What is you doin'?) Had to put a nigga in check he actin' stupid Boy don't you tell me them lies Probably fuckin' that hoe on the side I got eyes everywhere, and my bitches at the party they tell me they see you outside Thought a bum broke bitch said somethin' When I'm ready I say when to leave, he throw me the keys and tell me to drive Uh, good head but the nigga a headache Put the WAP on a nigga he say he streamin' well fuck it let's make this a sex tape You seem guzzled by the accent, fuck me good 'til my legs shake I feel like Kelis I brought all the boys to the yard and make that milkshake Creampies favorite Bomb ass dick had to save it for later I'm done with doin' them favors Pretty ass bitch can't get contagious I'm in LA with the Lakers Visit that nigga but I kept it in Vegas We keep that shit on the hush Shouldn't be doin' this shit, but I trust Uh, when I'm fuckin' you look in my eyes and just tell me the truth (tell me the truth) When I'm callin' you pick up your line, nigga, what is you doin'? (What is you doin'?) You tellin' me you with your homies but what is you doin'? Had to put a nigga in check he actin' stupid Boy don't you tell me them lies Probably fuckin' that hoe on the side I got eyes everywhere, and my bitches at the party they tell me they see you outside Thought a bum broke bitch said somethin' When I'm ready I say when to leave, he throw me the keys and tell me to drive"
Do it on the tip,Megan Thee Stallion,Sexually Explicit,"Real hot girl shit (Do it on the dick, do it on the dick, do it, do it) And the motherfuckin' City Girls (Do it on the dick, do it on the dick, do it, do it) I would never trip about any old dick (yeah) If my heart broke, it's nothin' that my jeweler won't fix (that my jeweler won't fix) Put some ice on my chest just to cool my shit (brr) And I keep me a fur, 'cause I'm a real cold bitch, ayy (ah) I'm a cold bitch, yes, I'm a cold piece Lookin' for a Mr. Freeze to get froze like me (like me) Got a lot of cold stones, and I ain't talkin' ice cream (ice cream) Put my arm to the sun, bet I melt your whole team Okay, now can I take your order? I'ma serve 'em what they wanted (yeah) Bitches thinkin' they the shit when they really toilet water (when they really toilet water) They don't go against me, they gon' go bar for bar? (Bar for bar?) I'ma get 'em in the end like Simba did Scar (ayy) Oh, shit, I think I'm pregnant, but I don't see no belly (I don't see it) These bitches tryna come my way before they even ready (they premature) They say I got the skills, they say I got the look (I got the look) I got so many bars, they puttin' money on my books, hey (on my books) Be mad at them niggas how you be mad at me (bitch) He got you lookin' stupid, but you wanna argue with me (huh?) I got a couple of bitches mad 'Cause I don't fuck with them no more (I don't fuck with them no more) But since you say you so unbothered, what you speaking on me for? (Shh) Do it on the dick, do it on the dick, do it, do it (baow, baow) Do it on the dick, do it on the dick, do it, do it (brrt, brrt) Do it on the dick, do it on the dick, do it, do it (baow, baow-baow) Do it on the dick, do it on the dick, do it, do it (brrt, brrt, brrt) Top-notch bitch, I'm A-listed (huh?) This City Girl shit, can't flex like this Old country-ass bitch can't dress like this (can't) Bye, do it on the dick and a bitch (period) Put this ass on that dick, I'ma spazz on that dick Go to sleep, take a nap, I'ma crash on that dick I won't beg for no dick, I won't cry for no dick If your dick broke, nigga, put a cast on that dick Rich with an attitude, R-W-A (you is) Bitch, I got kids, I know how you hoes play (you do) Ice cube, peanut pussy, eat it, soufflé (ow) These hoes my sons, I should call 'em O'Shea Fuckboys, I ain't pressed for 'em (at all) I need a nigga with a Patek and a TEC on 'em (ice, ice, ice) Big dick, Chrome Hearts, and baguettes on 'em If he got the bread, I'ma do the rest for him, period Do it on the dick, do it on the dick, do it, do it (baow, baow) Do it on the dick, do it on the dick, do it, do it (brrt, brrt) Do it on the dick, do it on the dick, do it, do it (baow, baow-baow) Do it on the dick, do it on the dick, do it, do it (brrt, brrt, brrt) Ayy, real bitch (yeah), but that body built like a doll (like a doll) I ain't in no competition with these hoes at all (with these hoes at all) I should own a bakery way niggas bring the cake to me And if that boy a baller, I bet I can make him play for me Okay, now, do it for a real bitch (yeah), buy a bitch a real bag (buy a bitch a real bag) Before I pick the wrong nigga, make sure your friends tagged (who is he?) Do it for them bitches and they friends who be big mad (ah) I know my haters watchin', so I do it for they bitch-ass Do it on the dick, do it on the dick, do it, do it (baow, baow) Do it on the dick, do it on the dick, do it, do it (brrt, brrt) Do it on the dick, do it on the dick, do it, do it (baow, baow-baow) Do it on the dick, do it on the dick, do it, do it (brrt, brrt, brrt)"
Hands on Ya Knees,Renni Rucci,Sexually Explicit,"I'm just tryna (workin' with some ass) (Looks like DJ Chose) You been workin' with some ass (ass) You know you kinda bad and you workin' with some ass (workin' with some ass) 1942, I'm 'bout to pour it in your glass (pour it in your glass) Money comin' in and I been runnin' up a sack (runnin' up a sack) Fuck it up tonight and then get right back in my bag (right back in my bag) All I wanna see is both hands on your knees (both hands on your knees) All I wanna see is both hands on your knees (hands on your knees) You know you kinda bad, I gotta get you to the pad (to the pad) Valet gave me the keys, we gon', uh, do the dash (do the dash) Please don't be alarmed, I drive like Steve Nash (uh) Drop, drop top coupe, it's a high-speed Jag' (huh) Panoramic roof got to be all glass Pourin' while I'm goin', baby, where the lean at? (Uh) Fragrance on another levеl, lovin' how you smellin' Only other question, whеn is me and you gon' get together? (What's up?) Diamonds on reflector when I'm talkin' 'bout whatever (talkin' 'bout) Never had your pussy pleasured by a mouth full of metal Turned the Fanta orange, in the beginning it was yellow I hate to be alone, options open, I got several (ah) Plain Jane Rollie, ain't no diamonds in the bezel No, we not movin' on, I can leave you where I met you You know you kinda bad and you workin' with some ass (workin' with some ass) 1942, I'm 'bout to pour it in your glass (pour it in your glass) Money comin' in and I been runnin' up a sack (runnin' up a sack) Fuck it up tonight and then get right back in my bag (right back in my bag) All I wanna see is both hands on your knees (both hands on your knees) All I wanna see is both hands on your knees (hands on your knees) You know you kinda bad, I gotta get you to the pad (to the pad) Valet gave me the keys, we gon', uh, do the dash (do the dash) Please don't be alarmed, I drive like Steve Nash (uh) Drop, drop top coupe, it's a high-speed Jag' (huh) Panoramic roof got to be all glass Pourin' while I'm goin', baby, where the lean at? I'm not into dancin', but when you dancin', like how you standin' Bad bitch, I like 'em tatted, but like 'em classy Jazzy when you be swaggin', I'm into fashion When you with a customer, I know you just be actin' (I know that you be actin') I'm flashin' out behind, you don't fall in love (you don't fall in love) Grip you from behind, you ballin' up (ballin' up) I'm passionate when I'm smashin', you call me daddy (daddy) Crack jokes to make you happy, you go to laughin' You know you kinda bad and you workin' with some ass 1942, I'm 'bout to pour it in your glass Money comin' in and I been runnin' up a sack Fuck it up tonight and then get right back in my bag All I wanna see is both hands on your knees All I wanna see is both hands on your knees You know you kinda bad, I gotta get you to the pad Valet gave me the keys, we gon', uh, do the dash"
Whole lotta liquor,Rubi rose,Sexually Explicit,"Damn (pour) Got me takin' shots and I don't even drink (super, yeah, yeah) Fuck it, pour me up Yeah, baby, don't act crazy Yeah, sum' 'bout me, like, oh Oh, oh-oh-oh-oh, yeah Yeah Rubi He know I like to bite so he bite back (back) Send a lil' money on my CashApp (CashApp) Ain't sayin' love, that ho bounce back (ayy, ayy) Uh, yeah, get me off (all) Quick day off on the penthouse floor He show love (love) I was here for a day, now it's money on the floor (floor) Uh, don't you like when I pull up your way? (Your way, ayy) Don't you like how I play in your bank? (Bank) These mimosas, I'm ready to drink (drink) Don't you love how you be the only one? (Only one) How I'm bummin', this shit be ridiculous (ridiculous) Don't be playin' them games like you innocent (ayy) Can't be runnin' no game on a pretty bitch (pretty bitch) Whole lotta liquor, whole lotta promethazine High, in love, blame it on ecstasy Trappin' out apartments, yeah Feel like a martian, yeah, yeah Whole lotta drugs, it's a shame that's a guarantee Whole lotta molly, wanna point a finger at me Whole lotta liquor, ooh, she do it like a demon I'ma keep on my bezels too, they wet like we creamin' Geeky (ayy), nasty (yeah, uh) Backshots, slappin' (uh) I take a shot, get loose (ooh) This pussy still yours, come grab it (grab it) Whole lotta liquor (shots) Body look real, real right Cop a whole lotta niggas (whole lotta niggas) He was on my line all night Fuckin' with the lights on, ice one (ice) Fuckin' with a boss, can't buy one (can't buy one) He love it, he tells me it's tight (ayy) Leather jacket, I ride like a bike (bike, ooh) He creepin', he waitin' to slide (slide) He pullin' my panties aside (aside) Whole lotta rounds, a whole lotta liquor (ooh, ooh) So you can't keep up when I ride I'm a big dawg, you fuck lil' niggas Can't help you if you downgraded I could ship you out to south of France Girl, just change up the location We could sex all day but it ain't gon' do no good You can't make me better (better) Every time I get high I get possessive and jealous (why?) Whole lotta liquor, whole lotta liquor in me Whole lotta liquor, whole lotta liquor in me I do tight, tight melodies I do crime, soft felonies Lotta liquor in me, lotta, lotta liquor in me Lotta liquor in me, yeah, got a lotta liquor in me, woah Time for these, crack the top off the top sardine (super) Ayy"
One Minute Man,Missy Elliot,Sexually Explicit,"Ooh, I don't want I don't need I can't stand no minute man I don't want no minute man Ooh, here's your chance be a man take my hand understand I don't want no minute man Boy I'mma make you love me, make you want me And I'mma give you some attention, tonight Now follow my intuitions, what you're wishin' See I'mma keep you up all night, for a long time So start countin' away Break me off, show me what you got 'Cause I don't want, no one minute man Break me off, show me what you got 'Cause I don't want, no one minute man Break me off, show me what you got 'Cause I don't want, no one minute man Break me off, show me what you got 'Cause I don't want, no Tonight I'mma give it to you, throw it to you I want you to come prepared, ohh yeah (Oh yes) Boy it's been a long time, a crazy long time And I don't want no minute man, and that's real Give it to me some more Break me off, show me what you got 'Cause I don't want, no one minute man Break me off, show me what you got 'Cause I don't want, no one minute man Break me off, show me what you got 'Cause I don't want, no one minute man Break me off, show me what you got 'Cause I don't want, no It's time to set your clock back 'bout as long as you can I stop daylight, it's Ludacris the maintenance man Get your oil changed, I check fluids and transmission You one minute fools, you wonder why y'all missin' On the back of milk cartons and there's no reward No regards, close but it's no cigar A hard head make a soft ass, but a hard dick make the sex last I jump in pools and make a big splash Water overflowin', so get your head right It's all in your mind punk so keep your head tight Enough with tips and advice and thangs I'm big dog, havin' women seein stripes and thangs They go to sleep, start snorin', countin' sheep and shit They so wet, that they body start to leak and shit Just 'cause I'm an all-nighter, shoot all fire Ludacris, balance and rotate all tires Ooh, I don't want I don't need I can't stand no minute man I don't want no minute man Ooh, here's your chance be a man take my hand understand I don't want no minute man"
Ass like that,Victoria Monet,Sexually Explicit,"Met him about two months ago Said his name was Gym And that he'd make me better than before So we work it out Every day, we be making heads turn slow You know what they say 'bout the grass What you water, that's gon' grow So I made it grow, yeah, yeah I know you love the way I'm looking in my jeans You wish that you could hold that I know you love the way my body's sittin' up Yeah, there's a reason I walk like this, I walk like this Had to send a video, I don't edit my pics I work for it, I'm on my shit And when I'm walking by, yeah, I know the truth is [Chorus] He wanna know how she get that ass like that How she get that ass like that He wanna know how she get that ass like that That ass like that, yeah, yeah With them everyday squats, making shit pop Never had them ass shots, but she take shots He wanna know how she get that ass like that That ass like that, yeah, yeah [Verse 2] When you see me, just know, yeah, I earned that shit Treat my calories like weed, yeah, I burn that shit Shout out to my trainer 'cause he crack that whip It's an asset just to see the way my ass sit like this in all my fits Had to send a video, I don't edit my pics I work for it, I'm on my shit And when I'm walking by, yeah, I know the truth is [Chorus] He wanna know how she get that ass like that How she get that ass like that He wanna know how she get that ass like that That ass like that, yeah, yeah With them everyday squats, making shit pop Never had them ass shots, but she take shots He wanna know how she get that ass like that That ass like that, yeah, yeah [Chorus] He wanna know how she get that ass like that How she get that ass like that He wanna know how she get that ass like that That ass like that, yeah, yeah With them everyday squats, making shit pop Never had them ass shots, but she take shots He wanna know how she get that ass like that That ass like that, yeah, yeah"
Get on your knees,Nicki Minaj,Sexually Explicit,"[Intro: Nicki Minaj] Mmmh Rrrrrr! [Chorus: Ariana Grande] Get on your knees, get on your knees, get on your knees Baby, just get on your knees (On your knees) Say pretty please, say pretty please, say pretty please Baby, just say pretty please (Pretty please) [Verse 1: Nicki Minaj] Yo, I'll be back at eleven You just act like a peasant Got-got a bow on my panties Because my ass is a present Yeah-yeah, it's gooder than Meagan You look good when you're beggin' I-I be laughing when you beggin' me To just put the head in L-let me sit on your face It's ok, you can play with it When I'm bouncin' it, chill out And don't you make a mistake with it L-let me see what you're workin' with If I'm ridin', I'm murkin' it Slow grindin', I'm twerkin' it, yeah I bagged him, I Birkin'd it [Pre-Chorus: Ariana Grande] I don't need a dozen roses You ain't gotta wine and dine me, no I don't need a pretty poet Ooh, gettin' all emotional You gotta beg for it, beg for it I wanna see you lookin' up Baby, I'ma need you to beg (Beg, beg) for it [Chorus: Ariana Grande] Get on your knees, get on your knees, get on your knees Baby, just get on your knees (On your knees) Say pretty please, say pretty please, say pretty please Baby, just say pretty please (Pretty please) [Verse 2: Nicki Minaj] G-g-g-g-gimme brain Assume the position Make-make-make me way smarter Like you was a magician Paid my dues and tuition It's good for your nutrition Get head like a beautician Got me twitchin', finish your mission (Finish your mission) You make it come down Y-y-y-you make it run down I'ma need you to give these other dudes the rundown You got that legendary This shit is fake, scary Got me seein' them fireworks, I'm on my Kate Perry [Pre-Chorus: Ariana Grande & Nicki Minaj] (Ah) I don't need a dozen roses You ain't gotta wine and dine me, no I don't need a pretty poet Ooh, gettin' all emotional You gotta beg for it, beg for it I wanna see you lookin' up Baby I'ma need you to beg (I'ma need you to beg) Beg, beg for it (Let's go) [Bridge: Ariana Grande & Nicki Minaj] Cause we are just animals (Animals) Baby it's primal (It's primal) I want you on all fours (All fours) And before I let you walk You gotta show me how you crawl If you want it all (Yeah, you want it all?) It's non-negotiable So do as I say (I say) If you wanna get the job You better know who's the boss Yeah [Pre-Chorus: Ariana Grande] I don't need a dozen roses You ain't gotta wine and dine me, no I don't need a pretty poet Ooh, gettin' all emotional You gotta beg for it, beg for it (Beg for it) I wanna see you lookin' up (Lookin' up) Baby I'ma need you to beg (Beg, beg) for it [Chorus: Ariana Grande] Get on your knees, get on your knees, get on your knees Baby, just get on your knees (On your knees) Say pretty please, say pretty please, say pretty please Baby, just say pretty please (Pretty please)"
Juicy Coochie,cupcakke,Sexually Explicit,"Shove down the dick so my tonsils rip Shove down the dick so my tonsils rip Circle my tongue all around yo tip I said shove down the dick so my tonsils rip Shove down the dick so my tonsils rip Shove down the dick so my tonsils rip Circle my tongue all around yo tip Shove down the dick so my tonsils rip [Hook] He was like oo-wee, oo-wee Oo-wee, oo-wee Oo-wee , oo-wee Oo- wee , oo- wee Felt my juicy coochie Juicy coochie, juicy coochie, juicy coochie Oo-wee, oo-wee Oo-wee , oo-wee Oo -wee oo-wee Oo-wee, oo- wee Felt my juicy coochie Juicy coochie, juicy coochie, juicy coochie [Verse 1] Under the table I'm giving head while he eating cornflakes Cause my job ain't done if that nigga still awake Nigga moan so much I fuck him with duct tape I'm 18 but got a tight pussy like I'm 8 Coochie stay waxed so I ain't never got to comb her Fuck a nap time I'm fucking you into a coma Give you the best sex, swallow yo dick Hope it dont stick out the front of my neck Pound pound I like to get cracked real hard So excuse me sir if my pussy fart To make my thighs shake like jello I need a dick longer than a eggroll Show you a different 69 that no one knows Like I'm sucking yo toes while you eating my butt hole He done busting but I'm sucking until he pee I suck dick like a granny like I don't got no teeth [Pre-Hook] Shove down the dick so my tonsils rip Shove down the dick so my tonsils rip Circle my tongue all around yo tip I said shove down the dick so my tonsils rip Shove down the dick so my tonsils rip Shove down the dick so my tonsils rip Circle my tongue all around yo tip Shove down the dick so my tonsils rip [Hook] He was like oo-wee, oo-wee Oo-wee, oo-wee Oo-wee , oo-wee Oo- wee , oo- wee Felt my juicy coochie Juicy coochie, juicy coochie, juicy coochie Oo-wee, oo-wee Oo-wee , oo-wee Oo -wee oo-wee Oo-wee, oo- wee Felt my juicy coochie Juicy coochie, juicy coochie, juicy coochie [Verse 2] Nobody call my phone after nine o'clock Cause I'll be giving topnotch top Hopping on that dick like hopscotch He love to get inside cause the box hot You know the pussy good when he kicking off his socks Ain't got time to stall, let me massage yo balls Pussy made him scream cause it ain't got thin walls Pull his dick out the hole of a bagel Then suck, then get anal while I'm watching cable Then move and groove slow while I'm nude Gotta put a bib on when he put the dick between the pool Cause I drip so much slob on the cock you know Give you what you want like we on The Oprah Show Niggas chase to taste but I don't never run Make that cock disappear that's kidnap cum Yo dick is my bullets let me get you stung Wrap my lips around that thang like a hot dog bun I'm a hoochie with the coochie Hoochie with the coochie Hoochie with the coochie Hoochie with the coochie Dick fatter than Peter Griffin and the head bigger than Stewie"
Lets talk about sex,Salt n Pepa,Sexually Explicit,"Spinderella Cut It up One Time Oh, oooh, ooooh, oooh ah (Mmmmh hmmm) Oh, oooh, ooooh, oooh ah (Ooops) Oh, oooh, ooooh, oooh ah (Ah ha) Oh, oooh, ooooh, oooh ah Come on! Let's talk about sex, baby Let's talk about you and me Let's talk about all the good things And the bad things that may be Let's talk about sex Let's talk about sex Let's talk about sex Let's talk about sex Let's talk about sex for now To the people at home or in the crowd It keeps coming up anyhow Don't be coy, avoid, or make void the topic Cuz that ain't gonna stop it Now we talk about sex on the radio and video shows Many will know anything goes Let's tell it how it is, and how it could be How it was, and of course, how it should be Those who think it's dirty, have a choice Pick up the needle, press pause, or turn the radio off Will that stop us, Pep? I doubt it All right then, come on, Spin Let's talk about sex, baby Let's talk about you and me Let's talk about all the good things And the bad things that may be Let's talk about sex Let's talk about sex (A little bit, a little bit) Let's talk about sex Let's talk about sex Hot to trot, make any man's eyes pop She use what she got to get whatever she don't got Fellas drool like fools, but then again they're only human The chick was a hit because her body was boomin' Gold, pearls, rubies, crazy diamonds Nothin' she ever wore was ever common Her dates heads of state, men of taste Lawyers, doctors, no one was too great for her to get with Or even mess with, The Prez she says was next on her list And believe me, you, It's as good as true There ain't a man alive that she couldn't get next to She had it all in the bag so she should have been glad But she was mad and sad and feelin' bad Thinkin' about the things that she never had No love, just sex, followed next with a check and a note That last night was dope (Ooh, ooh, ooh, take it easy now) Let's talk about sex, baby (sing it) Let's talk about you and me (sing it, sing it) Let's talk about all the good things And the bad things that may be Let's talk about sex (come on) Let's talk about sex (do it) Let's talk about sex (uh-huh) Let's talk about sex Ladies, all the ladies, Louder now, help me out Come on, all the ladies Let's talk about sex, all right Ladies, all the ladies, Louder now, help me out Come on, all the ladies Let's talk about sex, all right Yo, Pep, I don't think they're gonna play this on the radio And why not? Everybody havin' sex I mean, everybody should be makin' love Come on, how many guys you know make love? Let's talk about sex, baby Let's talk about you and me Let's talk about all the good things And the bad things that may be Let's talk about sex Let's talk about sex Let's talk about sex Let's talk about sex Let's talk about sex, baby Let's talk about you and me Let's talk about all the good things And the bad things that may be Let's talk about sex Let's talk about sex Let's talk about sex Let's talk about sex"
Bickenhead,Cardi B,Sexually Explicit,"Goes for all my nasty hoes, yeah (A-alright, alright, alright, alright, alright) From across the globe, woo (hol' up) This goes for all my nasty hoes, yeah (Alright-alright, alright, alright, alright, alright) From across the globe, look, uh Now, I said luxury apartments (wow) I'm young and I'm heartless (yeah) There's a bitch that's in my vision, that bitch is a target (brrr) Lawyer is a Jew, he gon' chew up all the charges Don't matter if you fuck with me, I get money regardless (cash) That guap, guap, get some chicken, guap, guap, get some bread Guap, guap, get some chicken, guap, guap, get some bread Bitch you pressed, you can flex Get some money, ho, tell me why you stressed Now I said hoes down, G's up (G's up) You know how I'm rockin', but my watch is freezed up (ice) I can't wait until they drop that Lamborghini truck (skrrt!) I'm careful where I park it, hoes will have it keyed up Them bitches getting beat up Slim waist, ass fat (fat), my shit is caked up My bad bitch at the bake (yeah), without no makeup This that collard greens, cornbread, neck bone, back fat Get it from my mama and you don't know where your daddy at Knick-knack paddywhack, give a dog a bone (bone) Put it on him, then your nigga never comin' home (home) I'ma flex like a 'roid, I'm a ten, she a 'droid Stupid ho, unimportant, unattractive, unemployed Get some guap, guap, get some chicken Guap, guap, get some bread Guap, guap, get some chicken, guap, guap, get some bread Bitch you pressed, you can flex Get some money, ho, tell me why you stressed, uh Guap, guap, get some chicken I need that cheese, shorty, show me where it's at (Boy, please, whatever) You play with me, I might pop up where you at (Boy, please, whatever) You make-believe, now with me it's only facts (Boy, please, whatever) Expensive weave, and my checks is worth some racks, uh Yeah, pop that pussy like you ain't popped that pussy in a while Pop that pussy like poppin' pussy is goin' out of style Pop that pussy while you work, pop that pussy up at church Pop that pussy on the pole, pop that pussy on the stove Make that pussy slip and slide like you from the 305 Put your tongue out in the mirror, pop that pussy while you drive Spread them asscheeks open, make that pussy crack a smile Lock your legs 'round that nigga, make him give your ass a child (woo) Gimme some neck, gimme a check Pussy so good, make a nigga invest Get a little spit, I'm gettin' it wet I'll get it back up, just give me a sec' Give him some vag', I'm gettin' a bag Give him some ass, I'm gettin' some Raf When I'm done I make him cum, but then he comin' off that cash Get you some guap, guap, get some chicken, Guap, guap, get some bread Guap, guap, get some chicken, guap, guap, get some bread Bitch you pressed, you can flex Get some money, ho, tell me why you stressed, uh Guap, guap, get some chicken I need that cheese, shorty, show me where it's at (Boy, please, whatever) You play with me, I might pop up where you at (Boy, please, whatever) You make-believe, now with me it's only facts (Boy, please, whatever) Expensive weave, and my checks is worth some racks, uh Alright-alright, alright, alright, alright, alright Alright-alright, alright, alright, alright, alright Alright-alright, alright, alright, alright, alright Alright-alright, alright, alright, alright, alright"
She Bad,Cardi B,Sexually Explicit,"[Intro: YG] 4Hunnid! Mustard on the beat ho [Chorus: YG] Dat ass, dat ass, dat ass, dat ass Dat ass, dat ass, dat ass, dat ass She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad Gucci bag, Gucci bag, Gucci bag, Fendi bag Prada bag, Louis bag, Gucci bag, Gucci bag Birkin bag, she in the bag, she drip, she swag Never mad, she glad, Louis bag, she in the bag [Verse 1: Cardi B] Look, look Momma needs some mill money (Cash) Prada bag and heel money See my ex, he still love me (Ha) New nigga 'gon kill for me (Yeah) All my chains got diamonds in it (Bling) My account got commas in it (Cash) Damn daddy, you fine as hell I hope your wallet got condoms in it I'm up, she mad, I'm first, she's last (Yeah) Rob who? Take what? Click-clack, ski-mask I'm a boss in a skirt, I'm a dog, I'm a flirt Write a verse while I twerk, I wear Off-White at church Prolly make the preacher sweat, read the Bible, Jesus wept Bitch say that she gon' try me, how come I ain't seen it yet? Give it to him so good that his eyes roll back (Huh?) Shorty said it's all hers, why her thighs don't match? [Chorus: YG] Dat ass, dat ass, dat ass, dat ass Dat ass, dat ass, dat ass, dat ass She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad Gucci bag, Gucci bag, Gucci bag, Fendi bag Prada bag, Louis bag, Gucci bag, Gucci bag Birkin bag, she in the bag, she drip, she swag Never mad, she glad, Louis bag, she in the bag She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad [Verse 2: Cardi B] Weave long, pussy bald, suck his dick through his drawers Lick the balls just because, lil bitch, I evolved I'm a monsta, mouth open wide like opera Face down, ass up, I got perfect posture (Woo) It's lit like a lamp, lick you like a stamp (Yuh) Beat this pussy up (Yuh), I take it like a champ (Woo) Balenciaga momma, I know you heard about her Spoil me in Prada, I'm worth every dollar (Cash) The one you made, could keep 'em (Yeah) I need Chrissy Teigen Know a bad bitch when I see one (Yeah, woo) Tell Rih-Rih I need a threesome I'm his favorite type of chick, boujee, bad, and thick (Uh) I could buy designer, but this Fashion Nova fit All that ass (Woo, woo, woo, woo) [Chorus: YG] Dat ass, dat ass, dat ass, dat ass Dat ass, dat ass, dat ass, dat ass She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad Gucci bag, Gucci bag, Gucci bag, Fendi bag Prada bag, Louis bag, Gucci bag, Gucci bag Birkin bag, she in the bag, she drip, she swag Never mad, she glad, Louis bag, she in the bag She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad [Verse 3: YG] She bad, in the bag, move slow, hit it fast She ride me 'til I crash, 400 minutes, I last She compliment my swag, all you niggas harass All them bitches wanna be her friend now, she laugh (Hey now) Uh, uh, she buy her man a Bentley coupe Uh, uh, she got niggas and bitches, too Uh, uh, she wear off-white to church, ooh Uh, only Birkin, not Dooney & Burke, woo Birkin bag, fuck a tag, fuck me, and she fuck me bad Whispered in her ear, ""You got these bitches beat, they runnin' laps"" You know you something special, you figured it out, you from the traps Step out wearin' that dress, showin' that ass and it's a fuckin' wrap [Chorus: YG] Dat ass, dat ass, dat ass, dat ass Dat ass, dat ass, dat ass, dat ass She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad Gucci bag, Gucci bag, Gucci bag, Fendi bag Prada bag, Louis bag, Gucci bag, Gucci bag Birkin bag, she in the bag, she drip, she swag Never mad, she glad, Louis bag, she in the bag She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad"
