Name,Artist,Topic,Lyrics
Thirsty ,Good Girl,Sexually Explicit,"Bitch, these niggas so thirsty (whatchu doin'?) (Oh, whatchu doin' ho? Whatchu doin'?) Never fuck a sucker nigga in my life (No, no, no, no! Hell nah, hell nah, hell nah!) Bitch, these niggas so thirsty (whatchu doin'?) (Oh, whatchu doin' ho? Whatchu doin'?) With this attitude, I'll never be your wife (No, no, no, no! Hell nah, hell nah, hell nah!) All these niggas so thirsty (Oh, whatchu doin' ho? Whatchu doin'?) Never fuck a sucker nigga in my life (No, no, no, no! Hell nah, hell nah, hell nah!) All these niggas so thirsty (Oh, whatchu doin' ho? Whatchu doin'?) With this attitude, I'll never be your wife (No, no, no, no! Hell nah, hell nah, hell nah!) I'ma do you bad, I don't play it nice I'ma do you bad, don't make me say it twice You want it bad, I know that's what you like I'ma make you miss it, don't make you make a plan You got me chopped Boy, you stupid if you think you finna pop All that goofy shit you doin', nigga stop Oh, you a hot boy, but I just cop boy And I just drove this motherfucker off the lot Boy, you hyped and I don't blame you I'm the baddest in the game All real, nothing fake about me All these titties, all this ass Get it from my momma, yeah And they all want a bitch like me All these niggas so thirsty (Oh, whatchu doin' ho? Whatchu doin'?) Never fuck a sucker nigga in my life (No, no, no, no! Hell nah, hell nah, hell nah!) All these niggas so thirsty (Whatchu doin'?) With this attitude, I'll never be your wife (No, no, no, no! Hell nah, hell nah, hell nah!) I'm shittin' on my ex-nigga whole life He won't get the chance to fuck me over twice Real boss bitch, I can't be his housewife Fuck I look like? Play with me, you playing with your life I'ma walk him with his dog ass He won't get a callback Make a nigga come up out his pockets Then I fall back Bitch, I know I'm all that Every angle, all ass Good girl, pussy mean Fuck around and talk back Man these niggas so goddamn thirsty Body right, they in the comments like, ""Drop your surgeon"" Fat on the 'gram, but look fatter in person An independent bitch could make a bum nigga nervous All these niggas so thirsty (Whatchu doin'?) Never fuck a sucker nigga in my life (No, no, no, no! Hell nah, hell nah, hell nah!) Bitch, these niggas so thirsty (Oh, whatchu doin' ho? Whatchu doin'?) With this attitude, I'll never be your wife (No, no, no, no! Hell nah, hell nah, hell nah!) I ain't crying 'bout what I did before Just gon' get higher when I'm feeling low I ain't crying, crying 'bout what I did before Just gon' get higher when I'm feeling low, yuh!"
Bitch from Da Soug,Mulatto,Sexually Explicit,"I throw that ass back to see if he gon' catch it Ain't athletic but it's tennis for the necklace, yeah Ayy where that cash at, I stack it like Tetris Real gutter bitch, real plugs and connections First I make him eat it 'til he lockjaw Give it to him good, knock a nigga socks off, uh I run it up, they busy runnin' they mouth I'm a real ass, rich ass, bitch from the South, yeah, yeah Bitches getting bust down for a bust down I don't move if they ain't payin' like some bus fare Know that the promoter cut the check if I was there Bitches got a problem, line 'em up like I cut hair I need it paid in full like Keisha Rappers in my DM I ain't fuckin' for a feature Aretha with them Franklins I'm getting money, I can't meet ya Ran down on a bitch, all a sudden she got amnesia I throw that ass back to see if he gon' catch it Ain't athletic but it's tennis for the necklace, yeah Ayy where that cash at, I stack it like Tetris Real gutter bitch, real plugs and connections First I make him eat it 'til he lockjaw Give it to him good, knock a nigga socks off, uh I run it up, they busy runnin' they mouth I'm a real ass, rich ass, bitch from the South, yeah, yeah These niggas know that I'm a keeper And I got that KO, I'ma fuck around and sleep 'em Chopper sing like Aretha, might cost your life to meet her Pop the trunks in that bitch, runnin' home, Derek Jeter Shit ain't sweet, I just dropped a bag on my teeth He put Fendi all on my feet, I leave stains all in his sheets He know better than to fuck around, no bitch fucking with me I won't hesitate to get a bitch gone ASAP, no Rocky I throw that ass back to see if he gon' catch it Ain't athletic but it's tennis for the necklace, yeah Ayy where that cash at, I stack it like Tetris Real gutter bitch, real plugs and connections First I make him eat it 'til he lockjaw Give it to him good, knock a nigga socks off, uh I run it up, they busy runnin' they mouth I'm a real ass, rich ass, bitch from the South (yeah) I run it up, they busy runnin' they mouth I'm a real ass, rich ass, bitch from the South"
Muwop,Mulatto,Sexually Explicit,"I'm a Freek-A-Leek (oh) But I can't let a broke nigga beat (no) Know we from the streets (yeah) So when you see me nigga don't speak (shh) Put 'em straight to sleep I don't sell pussy but this ain't cheap (on God) Abracadabra, got rappers and trappers Yeah, I got some tricks up my sleeve (woo) Drama? I'm with the shits You want a problem? Mo wanna hit Old hoe-ass, trick-ass, ready-to-snitch-ass, simp-ass, weak-ass-bitch (bitch) My DM is flooded, my AP is flooded Still wet his bitch out with the stick (grrrah) Don't give a fuck, I'm runnin' it up Big Latto, I pop my shit (yeah) 'Cause I'm a very freaky girl (yeah) Get it from my mama (yeah) I'm not with the games (nah) I'm with all the drama (yeah) Make him give me brain in the front seat of the Hummer (Hummer) Make him give me brain in the front seat of the Hummer (ayy, yeah, yeah) 'Cause I'm a very freaky girl (girl) Get it from my mama (mama) I'm not with the games (games) I'm with all the drama (drama) Make him give me brain in the front seat of the Hummer (Hummer) Make him give me brain in the front seat of the Hummer (ayy, yeah, yeah) I look good-good Bitch I'm fine-fine (fine-fine) Make him give me brain, make him give me Einstein I walked in the meetin' label, seen a dollar sign (cash) It took a couple M's for me to sign the dotted line Slim waist with a booty This nigga dumb if he lose me (yeah) This boy think I love him, bitch I'm Big Latto not Suzie (bitch, yeah) Film him eatin' this coochie (oh), I swear my life is a movie (oh) Walked on nasty with Boosie, and now I got one with Gucci (wop) 'Cause I'm a very freaky girl (yeah) Get it from my mama (yeah) I'm not with the games (nah) I'm with all the drama (yeah) Make him give me brain in the front seat of the Hummer (Hummer) Make him give me brain in the front seat of the Hummer (ayy, yeah, yeah) 'Cause I'm a very freaky girl (girl) Get it from my mama (mama) I'm not with the games (games) I'm with all the drama (drama) Make him give me brain in the front seat of the Hummer (Hummer) Make him give me brain in the front seat of the Hummer (ayy, yeah, yeah) First, I take off her bra, she like to fuck in the car I just shot up the club, that mean I'm fuckin' her raw When your bitch seen me, she fell in love on the spot Don't wear your heart on the sleeve, don't put no trust in no thot (no) I'm a crazy ass nigga, got a bipolar temper Go to sleep with my pistol Go to war 'bout my sister I would fix my bitch body, but she was fine already Tried to sign Mulatto but she was signed already (well, damn) Chopsticks like Karreuche I'ma film, make a movie Sick and tired of Big Gucci Couldn't retire for Gucci Can't expire, work for hire, favorite rapper is Gucci Favorite trapper is Gucci I'm a legend like Tookie Opposite of John Legend, I touch keys with no music Ask ""How I know it's a hit?"" (skrr, skrr, skrr) Because J. White just produced it (skrr, skrr, skrr) Favorite gun is the Uzi, favorite rapper is Gucci Favorite trapper is Gucci I'ma film, this a movie 'Cause I'm a very freaky girl (girl) Get it from my mama (mama) I'm not with the games (games) I'm with all the drama (drama) Make him give me brain in the front seat of the Hummer (Hummer) Make him give me brain in the front seat of the Hummer (ayy, yeah, yeah) 'Cause I'm a very freaky girl (girl) Get it from my mama (mama) I'm not with the games (games) I'm with all the drama (drama) Make him give me brain in the front seat of the Hummer (Hummer) Make him give me brain in the front seat of the Hummer (ayy, yeah, yeah)"
Crybaby,Megan Thee Stallion,Sexually Explicit,"Real hot girl shit (D.a. Got that dope) Her friends and mom hate me (go) Lay down on the bed, do the crybaby (mmm) She ain't gave me none of that pussy in a while She had the boy waitin', I don't mind waitin' (come here) Oh, you ain't gon' respond to my texts? (Oh, yeah?) Want me keep on my diamonds, we sex? (What's your name?) Keisha? (Kei), Jasmine? (Jas), Kiera? Megan? (Go) Lisa? Ashley? (Ashley), Sierra? Sarah? She got her hands on her knees with her ass in the air Ooh, that lil' bitch a player If her friends ain't around to record it She bend over, shake that lil' ass in the mirror, like Goddamn, what a nigga gotta do for your number? Shawty came through with that head so good I said fuck it, I ain't usin' no rubber Way she make that ass bounce, think I love her Got that ass and that mouth from her mother Type to make your bae mad, you in trouble NBA playoffs that ass, it's a bubble Uh-uh (like), uh-uh, come here, come here, uh-uh Throw that ass back, come here, come here Her friends and mom hate me (Go) Lay down on the bed, do the crybaby (Go) She ain't gave me none of that pussy in a while She had the boy waitin', I don't mind waitin' Oh, you ain't gon' respond to my texts? (Oh, yeah?) Want me keep on my diamonds, we sex? (What's your name?) Ayy Real hot girl shit (ayy, ayy) Lay on my stomach, toot it up, do the crybaby (crybaby) Look back, hold it open, now he annihilated (yeah) Moaning like a bitch when he hit this pussy Damn, he probably wanna wear my hoodie (ah) Choke me, spank me, look at me, thank me (thank me) If I give it to another nigga, he'll hate me (he'll hate me) Spit, slurp, give him that work Fell too fast for me, now the nigga hurt Deeper, deeper, I need a reaper Thought I was in trouble how he tearin' them cheeks up Keep me a freak, who the flavor of the week? If I make up the rules, then I don't think it's cheatin' Jordan, Tommy, Timothy, Daniel (which one?) Might let Jonathan bring in Sarah (come here, Sarah) Bitch tryna brag about taking my man (huh?) Ha, I needed me a nigga off my hands (hahahaha) Uh-uh, don't fuck me like that, fuck me like this, yeah, ayy Uh, his friends and his dad hate me (yeah) I broke his lil' heart, he a crybaby (wah-wah-wah) If I ain't let him hit the pussy by now Then that nigga lame if he still waitin' (ah, ah, ah) I ain't even save your number (nope) So no, I can't reply to no text (no text) I make him cry 'bout the pussy, hmm Probably why my shit so wet (ah, ah, ah, ah, wah, wah, wah)"
He Be Like,KenTheMan,Sexually Explicit,"[Intro] Yeah Body smoking, marijuana, I get that shit from my mama He always asking do I love him? I always be tellin' him, ""Uh-uh"" He say that pussy so good that he wanna take off the condom I told him he pushing his luck, he better be happy I fucked him [Chorus] He be like Ooh, ooh, fuck, ooh, ooh Ooh, ooh, fuck, ooh He be like, ""Damn, you fine"" He be like, ""Damn, you thick"" He be like, ""Damn, you bad"" He be like, ""You that bitch, you that bitch"" Ooh, ooh, fuck, ooh, ooh Ooh, ooh, fuck, ooh He be like, ""Damn, you fine"" He be like, ""Damn, you thick"" He be like, ""Damn, you bad"" He be like, ""You that bitch"" [Verse 1] I don't be callin' him daddy or nothing Only if that nigga carrying something Dick so good, wanna put it on lock Like baby, we should go get married or something, look Fuck him real good in the front seat, backseat I ain't runnin', he ain't gotta catch me Pussy in his mouth, he gon' suck it like a paci' Bounce on it, drop on it, I do him nasty He say I'm fuckin' like them hoes on Ebony My pussy is his favorite recipe I tried to ask him how it taste But uh, right now I don't think he listening I be like, ""Dig in it, get in it"" So wet, wanna stay in it Waterpark, wanna play in it, ayy [Chorus] He be like, he be like Ooh, ooh, fuck, ooh, ooh Ooh, ooh, fuck, ooh He be like, ""Damn, you fine"" He be like, ""Damn, you thick"" He be like, ""Damn, you bad"" He be like, ""You that bitch, you that bitch"" Ooh, ooh, fuck, ooh, ooh Ooh, ooh, fuck, ooh He be like, ""Damn, you fine"" He be like, ""Damn, you thick"" He be like, ""Damn, you bad"" He be like, ""You that bitch"" [Verse 2] I don't compete with these bitches I don't share dick with these bitches Why I'm offending these bitches? I just want sex I just want neck from these niggas Don't really care for these niggas Your nigga wanna be down You lucky I'm turning him down, bitch I think he'd be with the shits You lucky I ain't give him rounds, bitch One taste and I bet you he ain't comin' back I be in his head, I be runnin' that And if he ain't tryna give me everything I'm the type to ask him where his daddy at And I'ma fuck on him, squirt on him Lick on him, suck on him Ooh, fuck, but I ain't never ever tryna love on him [Chorus] He be like Ooh, ooh, fuck, ooh, ooh Ooh, ooh, fuck, ooh He be like, ""Damn, you fine"" He be like, ""Damn, you thick"" He be like, ""Damn, you bad"" He be like, ""You that bitch, you that bitch"" Ooh, ooh, fuck, ooh, ooh Ooh, ooh, fuck, ooh He be like, ""Damn, you fine"" He be like, ""Damn, you thick"" He be like, ""Damn, you bad"" He be like, ""You that bitch"" [Outro] Body smoking, marijuana, I get that shit from my mama He always asking do I love him? I always be tellin' him, ""Uh-uh"" He say that pussy so good that he wanna take off the condom I told him he pushing his luck, he better be happy I fucked him"
Dont stop,Megan Thee Stallion,Sexually Explicit,"Real hot girl shit Ah, ayy (Buddah bless this beat) I've got a stank ass walk and a reckless ass mouth (I don't give a fuck) And my shit so tight, when we fuck, my pussy talk (my pussy talk) I don't even say, ""What's up?"" I just tell him what I want (what I want) 'Cause I got another nigga that's gon' do it if he don't (ah) Attitude bad, pussy too good (yeah) When he say, ""Fuck me"" I tell him, ""Fuck me good"" (good) Chase these niggas? I wish I would Bad bitch like me? Hoes wish they could (could) She a Casper to me, I need glasses to see In the mall with her daddy, she a bastard to me (yeah) If you ain't fuckin' him right, bitch, pass him to me Real niggas love me from the H to the D Don't stop, pop that cat Mm, mm, just like that Mm, mm, shake that shit (bow, bow, bow) Hm, hm, work it, bitch Don't stop, pop that cat (bow) Mm, mm, just like that Mm, mm, shake that shit (brr, brr, brr) Hm, hm, work it, bitch Patek, just for the day Say she got the gold, roll the Ace of Spades She catch a cold when she rock chains But lemme see, Pinky and the Brain (Brain) Our baby mommas ain't the same She like, ""Baby daddy, ice my chain"" (ice) She 'bout to come and give me top like a crane You a bitch and a ho, but you gang, ayy Shake what ya doctor gave ya And I'ma ice your wrists like a player (ayy) Doctor Miami add layers Now the ass is fat like a acre Come to the spot and we lay up And I'll cream that pussy like mayos Ever since I got my cake up I been runnin' these bitches like a mayor (whew) Don't stop, hatchback Shakin' that ass on Snapchat (yeah) Off the script and shakin' that ass What you'll do for these rack, racks? (Whew) Where my thots at? I just freed this bitch like a bird, yeah (yeah) Where my thots at? Let me hit it from the back, say, ""Slatt, Slatt"" Don't stop, pop that cat Mm, mm, just like that Mm, mm, shake that shit (bow, bow, bow) Hm, hm, work it, bitch Don't stop, pop that cat (bow) Mm, mm, just like that Mm, mm, shake that shit (brr, brr, brr) Hm, hm, work it, bitch (hey) I'm gonna blow him like AC (mwah) Give me big head like IT (ah) Lick, lick, lick me 'til I scream Twist his tongue like I, I mean I mean my body so out of this world Change my at name to ASTROGIRL (ASTROGIRL) People say I'm way too full of myself You're right, and I ain't even made it to dessert (ah) Buffy, no angels, star no spangle Forty inch weave by Kellon don't tangle Call my drug dealer boyfriend on Tango Use the Tajín when I'm eating a mango Yeah, I get jealous If you ate it real good I can't help it Any bitch you're fuckin' with, you need to dead it 'Fore I come through and shit get hectic, ah Don't stop, pop that cat Mm, mm, just like that Mm, mm, shake that shit (bow, bow, bow) Hm, hm, work it, bitch Don't stop, pop that cat Mm, mm, just like that Mm, mm, shake that shit Hm, hm, work it, bitch"
Jobs,City Girls,Sexually Explicit,"Haha, oh 'ight Give me a drop on the bass Nasty but classy (oww), Birkin bag me (bag me) Spend a couple thousands on my titties and my ass cheeks (period) Get my teeth done (haha), cash app me (app me) Sneak dissin' on the 'gram, bitch, at me (at me) Where my bad bitches lookin' for a athlete? (Where they at?) Fashion Nova dress and ain't wearing no panties (no) Dope boy, scam nigga, where they at? (Where they at?) I just seen a hundred bottles coming from the back, uh I'on work jobs, bitch, I am a job (period) You 'on't like it? Take a hike Pay me for a suck and slop (bitch) I'm a rich ass bitch with a attitude (haha) Pipe it down 'fore I whoop you like your mama do (period) I'on work jobs, bitch, I am a job (period) You 'on't like it? Take a hike Pay me for a suck and slop (bitch) I'm a rich ass bitch with a attitude (haha) Pipe it down 'fore I whoop you like your mama do (JT) This pussy talk to him (what's up?), it make him give it up (cash) It make him back-back, then spend racks in that Lam' truck (skrrt) I ain't got no time for niggas (I don't), I make 'em hold up (wait) When I walk past, these hoes mad, they nose up (what you mad for?) Got a nigga from Cuba, got more work than a tutor (hey papi) Pussy wet, make him dive like a scuba Off days, I rock Frank Muller, who fuelled ya? (Gassed you up) I'on work jobs, bitch, I work bitches Got them on the 'Gram, fake profile, stalking my pictures (period) Uh, I'on work jobs, bitch, I am a job (period) You 'on't like it? Take a hike Pay me for a suck and slop (bitch) I'm a rich ass bitch with a attitude (haha) Pipe it down 'fore I whoop you like your mama do (period) I'on work jobs, bitch, I am a job (period) You 'on't like it? Take a hike Pay me for a suck and slop (bitch) I'm a rich ass bitch with a attitude (haha) Pipe it down 'fore I whoop you like your mama do (period)"
Girls Kiss Girls,Jucee Froot,Sexually Explicit,"[Intro: Logic] What Juicy say? He be like, shut the fuck up! [Chorus: Jucee Froot] Let me see your tongue ring, bitch Let me see your nipple ring, bitch Do you got a pussy ring? bitch Can you do some freaky things with it? I got girls kissing girls, girls kissing girls She gon fuck her besty when her nigga on her nerves Girls kissing girls, girls kissing girls She don't want no dick, she want some pussy on her pearl [Verse 1: Jucee Froot] Let me gon tell you niggas what your bitches be doing Yeah my name is Jucee Froot, and like the gum she be chewing Say that before she met me, that she never would do it But it's something bout that [?], say she never would lose it Real P bitch, real P bitch Why you say that nigga broke? Let him be, bitch Got the same thing, bitch, I know what you need, hoe Don't you be a tese, bitch, let me feel your ring, hoe [Chorus: Jucee Froot] Let me see your tongue ring, bitch Let me see your nipple ring, bitch Do you got a pussy ring? bitch Can you do some freaky things with it? I got girls kissing girls, girls kissing girls She gon fuck her besty when her nigga on her nerves Girls kissing girls, girls kissing girls She don't want no dick, she want some pussy on her pearl [Verse 2: Jucee Froot] I don't gotta turn her out, told her what's up with that mouth Now she never at the house, tryna call me eat it out Why you cuffing, nigga keep that hoe in check Say she never smoke, but she be smoking out the pound She on that Reefer, watch how she'll eat ya She a bitch eater, never know, she'll be a creamer Wet wet, not talking [?] Made her hot, now she got the feaver Nigga go get your hoe, you ain't seen her Been riding this face like a beemer [Chorus: Jucee Froot] Let me see your tongue ring, bitch Let me see your nipple ring, bitch Do you got a pussy ring? bitch Can you do some freaky things with it? I got girls kissing girls, girls kissing girls She gon fuck her besty when her nigga on her nerves Girls kissing girls, girls kissing girls She don't want no dick, she want some pussy on her pearl [Verse 3: Juicy J] It's your boy Juicy J! Girls kissing girls, now they both gon eat a dick Holy shit, they got table manners, they swallo not spit Shawty lick, she just bought an ass, and I just bought her tits Spray my kids all in her face, she can't wait to baby sit I got girls kissing girls, they don't kiss and tell Bitch can't even hit my weed, if her pussy smell Superman in real life, KK is my criptanight Three Lois Lanes in my hotel having a pillo fight All this ass and titties around me, I'm enjoying the view Bad bitches coming through, maybe bring a friend or two It's that real ass nigga Juicy J, and my bitch Jucee Froot Pretty hoes with cammle toes feel like I work at the zoo [Chorus: Jucee Froot] Let me see your tongue ring, bitch Let me see your nipple ring, bitch Do you got a pussy ring? bitch Can you do some freaky things with it? I got girls kissing girls, girls kissing girls She gon fuck her besty when her nigga on her nerves Girls kissing girls, girls kissing girls She don't want no dick, she want some pussy on her pearl"
The Truth,Rubi rose,Sexually Explicit,"Uh, when I'm fuckin' you look in my eyes and just tell me the truth (tell me the truth) When I'm callin' you pick up your line, nigga, what is you doin'? (What is you doin') You tellin' me you with your homies but what is you doin'? (What is you doin'?) Had to put a nigga in check he actin' stupid Boy don't you tell me them lies Probably fuckin' that hoe on the side I got eyes everywhere, and my bitches at the party they tell me they see you outside Thought a bum broke bitch said somethin' When I'm ready I say when to leave, he throw me the keys and tell me to drive Checkmate through the hunnids I'm thumbin' Heard bitches is scared I'm comin' Show a lil' bitch how to get old, old money Yeah, I ran it up as a youngin' I cut him off he trippin' Fuck it business is business This nigga mad cause he spendin' his money on me and I ain't let him hit it He off the wall, he pissed They ask all the time how you got these niggas I tell 'em it's all in the wrist Put this ass on him make him drown one time 'til he can't resist Stay ten toes, I'ma stand on my words and paint my picture Let it get past twelve, he out alone that ain't my nigga Uh, when I'm fuckin' you look in my eyes and just tell me the truth (tell me the truth) When I'm callin' you pick up your line, nigga, what is you doin'? (Fuck is you doin') You tellin' me you with your homies but what is you doin'? (What is you doin'?) Had to put a nigga in check he actin' stupid Boy don't you tell me them lies Probably fuckin' that hoe on the side I got eyes everywhere, and my bitches at the party they tell me they see you outside Thought a bum broke bitch said somethin' When I'm ready I say when to leave, he throw me the keys and tell me to drive Uh, good head but the nigga a headache Put the WAP on a nigga he say he streamin' well fuck it let's make this a sex tape You seem guzzled by the accent, fuck me good 'til my legs shake I feel like Kelis I brought all the boys to the yard and make that milkshake Creampies favorite Bomb ass dick had to save it for later I'm done with doin' them favors Pretty ass bitch can't get contagious I'm in LA with the Lakers Visit that nigga but I kept it in Vegas We keep that shit on the hush Shouldn't be doin' this shit, but I trust Uh, when I'm fuckin' you look in my eyes and just tell me the truth (tell me the truth) When I'm callin' you pick up your line, nigga, what is you doin'? (What is you doin'?) You tellin' me you with your homies but what is you doin'? Had to put a nigga in check he actin' stupid Boy don't you tell me them lies Probably fuckin' that hoe on the side I got eyes everywhere, and my bitches at the party they tell me they see you outside Thought a bum broke bitch said somethin' When I'm ready I say when to leave, he throw me the keys and tell me to drive"
Do it on the tip,Megan Thee Stallion,Sexually Explicit,"Real hot girl shit (Do it on the dick, do it on the dick, do it, do it) And the motherfuckin' City Girls (Do it on the dick, do it on the dick, do it, do it) I would never trip about any old dick (yeah) If my heart broke, it's nothin' that my jeweler won't fix (that my jeweler won't fix) Put some ice on my chest just to cool my shit (brr) And I keep me a fur, 'cause I'm a real cold bitch, ayy (ah) I'm a cold bitch, yes, I'm a cold piece Lookin' for a Mr. Freeze to get froze like me (like me) Got a lot of cold stones, and I ain't talkin' ice cream (ice cream) Put my arm to the sun, bet I melt your whole team Okay, now can I take your order? I'ma serve 'em what they wanted (yeah) Bitches thinkin' they the shit when they really toilet water (when they really toilet water) They don't go against me, they gon' go bar for bar? (Bar for bar?) I'ma get 'em in the end like Simba did Scar (ayy) Oh, shit, I think I'm pregnant, but I don't see no belly (I don't see it) These bitches tryna come my way before they even ready (they premature) They say I got the skills, they say I got the look (I got the look) I got so many bars, they puttin' money on my books, hey (on my books) Be mad at them niggas how you be mad at me (bitch) He got you lookin' stupid, but you wanna argue with me (huh?) I got a couple of bitches mad 'Cause I don't fuck with them no more (I don't fuck with them no more) But since you say you so unbothered, what you speaking on me for? (Shh) Do it on the dick, do it on the dick, do it, do it (baow, baow) Do it on the dick, do it on the dick, do it, do it (brrt, brrt) Do it on the dick, do it on the dick, do it, do it (baow, baow-baow) Do it on the dick, do it on the dick, do it, do it (brrt, brrt, brrt) Top-notch bitch, I'm A-listed (huh?) This City Girl shit, can't flex like this Old country-ass bitch can't dress like this (can't) Bye, do it on the dick and a bitch (period) Put this ass on that dick, I'ma spazz on that dick Go to sleep, take a nap, I'ma crash on that dick I won't beg for no dick, I won't cry for no dick If your dick broke, nigga, put a cast on that dick Rich with an attitude, R-W-A (you is) Bitch, I got kids, I know how you hoes play (you do) Ice cube, peanut pussy, eat it, soufflé (ow) These hoes my sons, I should call 'em O'Shea Fuckboys, I ain't pressed for 'em (at all) I need a nigga with a Patek and a TEC on 'em (ice, ice, ice) Big dick, Chrome Hearts, and baguettes on 'em If he got the bread, I'ma do the rest for him, period Do it on the dick, do it on the dick, do it, do it (baow, baow) Do it on the dick, do it on the dick, do it, do it (brrt, brrt) Do it on the dick, do it on the dick, do it, do it (baow, baow-baow) Do it on the dick, do it on the dick, do it, do it (brrt, brrt, brrt) Ayy, real bitch (yeah), but that body built like a doll (like a doll) I ain't in no competition with these hoes at all (with these hoes at all) I should own a bakery way niggas bring the cake to me And if that boy a baller, I bet I can make him play for me Okay, now, do it for a real bitch (yeah), buy a bitch a real bag (buy a bitch a real bag) Before I pick the wrong nigga, make sure your friends tagged (who is he?) Do it for them bitches and they friends who be big mad (ah) I know my haters watchin', so I do it for they bitch-ass Do it on the dick, do it on the dick, do it, do it (baow, baow) Do it on the dick, do it on the dick, do it, do it (brrt, brrt) Do it on the dick, do it on the dick, do it, do it (baow, baow-baow) Do it on the dick, do it on the dick, do it, do it (brrt, brrt, brrt)"
Hands on Ya Knees,Renni Rucci,Sexually Explicit,"I'm just tryna (workin' with some ass) (Looks like DJ Chose) You been workin' with some ass (ass) You know you kinda bad and you workin' with some ass (workin' with some ass) 1942, I'm 'bout to pour it in your glass (pour it in your glass) Money comin' in and I been runnin' up a sack (runnin' up a sack) Fuck it up tonight and then get right back in my bag (right back in my bag) All I wanna see is both hands on your knees (both hands on your knees) All I wanna see is both hands on your knees (hands on your knees) You know you kinda bad, I gotta get you to the pad (to the pad) Valet gave me the keys, we gon', uh, do the dash (do the dash) Please don't be alarmed, I drive like Steve Nash (uh) Drop, drop top coupe, it's a high-speed Jag' (huh) Panoramic roof got to be all glass Pourin' while I'm goin', baby, where the lean at? (Uh) Fragrance on another levеl, lovin' how you smellin' Only other question, whеn is me and you gon' get together? (What's up?) Diamonds on reflector when I'm talkin' 'bout whatever (talkin' 'bout) Never had your pussy pleasured by a mouth full of metal Turned the Fanta orange, in the beginning it was yellow I hate to be alone, options open, I got several (ah) Plain Jane Rollie, ain't no diamonds in the bezel No, we not movin' on, I can leave you where I met you You know you kinda bad and you workin' with some ass (workin' with some ass) 1942, I'm 'bout to pour it in your glass (pour it in your glass) Money comin' in and I been runnin' up a sack (runnin' up a sack) Fuck it up tonight and then get right back in my bag (right back in my bag) All I wanna see is both hands on your knees (both hands on your knees) All I wanna see is both hands on your knees (hands on your knees) You know you kinda bad, I gotta get you to the pad (to the pad) Valet gave me the keys, we gon', uh, do the dash (do the dash) Please don't be alarmed, I drive like Steve Nash (uh) Drop, drop top coupe, it's a high-speed Jag' (huh) Panoramic roof got to be all glass Pourin' while I'm goin', baby, where the lean at? I'm not into dancin', but when you dancin', like how you standin' Bad bitch, I like 'em tatted, but like 'em classy Jazzy when you be swaggin', I'm into fashion When you with a customer, I know you just be actin' (I know that you be actin') I'm flashin' out behind, you don't fall in love (you don't fall in love) Grip you from behind, you ballin' up (ballin' up) I'm passionate when I'm smashin', you call me daddy (daddy) Crack jokes to make you happy, you go to laughin' You know you kinda bad and you workin' with some ass 1942, I'm 'bout to pour it in your glass Money comin' in and I been runnin' up a sack Fuck it up tonight and then get right back in my bag All I wanna see is both hands on your knees All I wanna see is both hands on your knees You know you kinda bad, I gotta get you to the pad Valet gave me the keys, we gon', uh, do the dash"
Whole lotta liquor,Rubi rose,Sexually Explicit,"Damn (pour) Got me takin' shots and I don't even drink (super, yeah, yeah) Fuck it, pour me up Yeah, baby, don't act crazy Yeah, sum' 'bout me, like, oh Oh, oh-oh-oh-oh, yeah Yeah Rubi He know I like to bite so he bite back (back) Send a lil' money on my CashApp (CashApp) Ain't sayin' love, that ho bounce back (ayy, ayy) Uh, yeah, get me off (all) Quick day off on the penthouse floor He show love (love) I was here for a day, now it's money on the floor (floor) Uh, don't you like when I pull up your way? (Your way, ayy) Don't you like how I play in your bank? (Bank) These mimosas, I'm ready to drink (drink) Don't you love how you be the only one? (Only one) How I'm bummin', this shit be ridiculous (ridiculous) Don't be playin' them games like you innocent (ayy) Can't be runnin' no game on a pretty bitch (pretty bitch) Whole lotta liquor, whole lotta promethazine High, in love, blame it on ecstasy Trappin' out apartments, yeah Feel like a martian, yeah, yeah Whole lotta drugs, it's a shame that's a guarantee Whole lotta molly, wanna point a finger at me Whole lotta liquor, ooh, she do it like a demon I'ma keep on my bezels too, they wet like we creamin' Geeky (ayy), nasty (yeah, uh) Backshots, slappin' (uh) I take a shot, get loose (ooh) This pussy still yours, come grab it (grab it) Whole lotta liquor (shots) Body look real, real right Cop a whole lotta niggas (whole lotta niggas) He was on my line all night Fuckin' with the lights on, ice one (ice) Fuckin' with a boss, can't buy one (can't buy one) He love it, he tells me it's tight (ayy) Leather jacket, I ride like a bike (bike, ooh) He creepin', he waitin' to slide (slide) He pullin' my panties aside (aside) Whole lotta rounds, a whole lotta liquor (ooh, ooh) So you can't keep up when I ride I'm a big dawg, you fuck lil' niggas Can't help you if you downgraded I could ship you out to south of France Girl, just change up the location We could sex all day but it ain't gon' do no good You can't make me better (better) Every time I get high I get possessive and jealous (why?) Whole lotta liquor, whole lotta liquor in me Whole lotta liquor, whole lotta liquor in me I do tight, tight melodies I do crime, soft felonies Lotta liquor in me, lotta, lotta liquor in me Lotta liquor in me, yeah, got a lotta liquor in me, woah Time for these, crack the top off the top sardine (super) Ayy"
