Name,Artist,Topic,Lyrics
Juicy Coochie,cupcakke,Sexually Explicit,"Shove down the dick so my tonsils rip Shove down the dick so my tonsils rip Circle my tongue all around yo tip I said shove down the dick so my tonsils rip Shove down the dick so my tonsils rip Shove down the dick so my tonsils rip Circle my tongue all around yo tip Shove down the dick so my tonsils rip [Hook] He was like oo-wee, oo-wee Oo-wee, oo-wee Oo-wee , oo-wee Oo- wee , oo- wee Felt my juicy coochie Juicy coochie, juicy coochie, juicy coochie Oo-wee, oo-wee Oo-wee , oo-wee Oo -wee oo-wee Oo-wee, oo- wee Felt my juicy coochie Juicy coochie, juicy coochie, juicy coochie [Verse 1] Under the table I'm giving head while he eating cornflakes Cause my job ain't done if that nigga still awake Nigga moan so much I fuck him with duct tape I'm 18 but got a tight pussy like I'm 8 Coochie stay waxed so I ain't never got to comb her Fuck a nap time I'm fucking you into a coma Give you the best sex, swallow yo dick Hope it dont stick out the front of my neck Pound pound I like to get cracked real hard So excuse me sir if my pussy fart To make my thighs shake like jello I need a dick longer than a eggroll Show you a different 69 that no one knows Like I'm sucking yo toes while you eating my butt hole He done busting but I'm sucking until he pee I suck dick like a granny like I don't got no teeth [Pre-Hook] Shove down the dick so my tonsils rip Shove down the dick so my tonsils rip Circle my tongue all around yo tip I said shove down the dick so my tonsils rip Shove down the dick so my tonsils rip Shove down the dick so my tonsils rip Circle my tongue all around yo tip Shove down the dick so my tonsils rip [Hook] He was like oo-wee, oo-wee Oo-wee, oo-wee Oo-wee , oo-wee Oo- wee , oo- wee Felt my juicy coochie Juicy coochie, juicy coochie, juicy coochie Oo-wee, oo-wee Oo-wee , oo-wee Oo -wee oo-wee Oo-wee, oo- wee Felt my juicy coochie Juicy coochie, juicy coochie, juicy coochie [Verse 2] Nobody call my phone after nine o'clock Cause I'll be giving topnotch top Hopping on that dick like hopscotch He love to get inside cause the box hot You know the pussy good when he kicking off his socks Ain't got time to stall, let me massage yo balls Pussy made him scream cause it ain't got thin walls Pull his dick out the hole of a bagel Then suck, then get anal while I'm watching cable Then move and groove slow while I'm nude Gotta put a bib on when he put the dick between the pool Cause I drip so much slob on the cock you know Give you what you want like we on The Oprah Show Niggas chase to taste but I don't never run Make that cock disappear that's kidnap cum Yo dick is my bullets let me get you stung Wrap my lips around that thang like a hot dog bun I'm a hoochie with the coochie Hoochie with the coochie Hoochie with the coochie Hoochie with the coochie Dick fatter than Peter Griffin and the head bigger than Stewie"
Lets talk about sex,Salt n Pepa,Sexually Explicit,"Spinderella Cut It up One Time Oh, oooh, ooooh, oooh ah (Mmmmh hmmm) Oh, oooh, ooooh, oooh ah (Ooops) Oh, oooh, ooooh, oooh ah (Ah ha) Oh, oooh, ooooh, oooh ah Come on! Let's talk about sex, baby Let's talk about you and me Let's talk about all the good things And the bad things that may be Let's talk about sex Let's talk about sex Let's talk about sex Let's talk about sex Let's talk about sex for now To the people at home or in the crowd It keeps coming up anyhow Don't be coy, avoid, or make void the topic Cuz that ain't gonna stop it Now we talk about sex on the radio and video shows Many will know anything goes Let's tell it how it is, and how it could be How it was, and of course, how it should be Those who think it's dirty, have a choice Pick up the needle, press pause, or turn the radio off Will that stop us, Pep? I doubt it All right then, come on, Spin Let's talk about sex, baby Let's talk about you and me Let's talk about all the good things And the bad things that may be Let's talk about sex Let's talk about sex (A little bit, a little bit) Let's talk about sex Let's talk about sex Hot to trot, make any man's eyes pop She use what she got to get whatever she don't got Fellas drool like fools, but then again they're only human The chick was a hit because her body was boomin' Gold, pearls, rubies, crazy diamonds Nothin' she ever wore was ever common Her dates heads of state, men of taste Lawyers, doctors, no one was too great for her to get with Or even mess with, The Prez she says was next on her list And believe me, you, It's as good as true There ain't a man alive that she couldn't get next to She had it all in the bag so she should have been glad But she was mad and sad and feelin' bad Thinkin' about the things that she never had No love, just sex, followed next with a check and a note That last night was dope (Ooh, ooh, ooh, take it easy now) Let's talk about sex, baby (sing it) Let's talk about you and me (sing it, sing it) Let's talk about all the good things And the bad things that may be Let's talk about sex (come on) Let's talk about sex (do it) Let's talk about sex (uh-huh) Let's talk about sex Ladies, all the ladies, Louder now, help me out Come on, all the ladies Let's talk about sex, all right Ladies, all the ladies, Louder now, help me out Come on, all the ladies Let's talk about sex, all right Yo, Pep, I don't think they're gonna play this on the radio And why not? Everybody havin' sex I mean, everybody should be makin' love Come on, how many guys you know make love? Let's talk about sex, baby Let's talk about you and me Let's talk about all the good things And the bad things that may be Let's talk about sex Let's talk about sex Let's talk about sex Let's talk about sex Let's talk about sex, baby Let's talk about you and me Let's talk about all the good things And the bad things that may be Let's talk about sex Let's talk about sex Let's talk about sex Let's talk about sex"
Bickenhead,Cardi B,Sexually Explicit,"Goes for all my nasty hoes, yeah (A-alright, alright, alright, alright, alright) From across the globe, woo (hol' up) This goes for all my nasty hoes, yeah (Alright-alright, alright, alright, alright, alright) From across the globe, look, uh Now, I said luxury apartments (wow) I'm young and I'm heartless (yeah) There's a bitch that's in my vision, that bitch is a target (brrr) Lawyer is a Jew, he gon' chew up all the charges Don't matter if you fuck with me, I get money regardless (cash) That guap, guap, get some chicken, guap, guap, get some bread Guap, guap, get some chicken, guap, guap, get some bread Bitch you pressed, you can flex Get some money, ho, tell me why you stressed Now I said hoes down, G's up (G's up) You know how I'm rockin', but my watch is freezed up (ice) I can't wait until they drop that Lamborghini truck (skrrt!) I'm careful where I park it, hoes will have it keyed up Them bitches getting beat up Slim waist, ass fat (fat), my shit is caked up My bad bitch at the bake (yeah), without no makeup This that collard greens, cornbread, neck bone, back fat Get it from my mama and you don't know where your daddy at Knick-knack paddywhack, give a dog a bone (bone) Put it on him, then your nigga never comin' home (home) I'ma flex like a 'roid, I'm a ten, she a 'droid Stupid ho, unimportant, unattractive, unemployed Get some guap, guap, get some chicken Guap, guap, get some bread Guap, guap, get some chicken, guap, guap, get some bread Bitch you pressed, you can flex Get some money, ho, tell me why you stressed, uh Guap, guap, get some chicken I need that cheese, shorty, show me where it's at (Boy, please, whatever) You play with me, I might pop up where you at (Boy, please, whatever) You make-believe, now with me it's only facts (Boy, please, whatever) Expensive weave, and my checks is worth some racks, uh Yeah, pop that pussy like you ain't popped that pussy in a while Pop that pussy like poppin' pussy is goin' out of style Pop that pussy while you work, pop that pussy up at church Pop that pussy on the pole, pop that pussy on the stove Make that pussy slip and slide like you from the 305 Put your tongue out in the mirror, pop that pussy while you drive Spread them asscheeks open, make that pussy crack a smile Lock your legs 'round that nigga, make him give your ass a child (woo) Gimme some neck, gimme a check Pussy so good, make a nigga invest Get a little spit, I'm gettin' it wet I'll get it back up, just give me a sec' Give him some vag', I'm gettin' a bag Give him some ass, I'm gettin' some Raf When I'm done I make him cum, but then he comin' off that cash Get you some guap, guap, get some chicken, Guap, guap, get some bread Guap, guap, get some chicken, guap, guap, get some bread Bitch you pressed, you can flex Get some money, ho, tell me why you stressed, uh Guap, guap, get some chicken I need that cheese, shorty, show me where it's at (Boy, please, whatever) You play with me, I might pop up where you at (Boy, please, whatever) You make-believe, now with me it's only facts (Boy, please, whatever) Expensive weave, and my checks is worth some racks, uh Alright-alright, alright, alright, alright, alright Alright-alright, alright, alright, alright, alright Alright-alright, alright, alright, alright, alright Alright-alright, alright, alright, alright, alright"
She Bad,Cardi B,Sexually Explicit,"[Intro: YG] 4Hunnid! Mustard on the beat ho [Chorus: YG] Dat ass, dat ass, dat ass, dat ass Dat ass, dat ass, dat ass, dat ass She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad Gucci bag, Gucci bag, Gucci bag, Fendi bag Prada bag, Louis bag, Gucci bag, Gucci bag Birkin bag, she in the bag, she drip, she swag Never mad, she glad, Louis bag, she in the bag [Verse 1: Cardi B] Look, look Momma needs some mill money (Cash) Prada bag and heel money See my ex, he still love me (Ha) New nigga 'gon kill for me (Yeah) All my chains got diamonds in it (Bling) My account got commas in it (Cash) Damn daddy, you fine as hell I hope your wallet got condoms in it I'm up, she mad, I'm first, she's last (Yeah) Rob who? Take what? Click-clack, ski-mask I'm a boss in a skirt, I'm a dog, I'm a flirt Write a verse while I twerk, I wear Off-White at church Prolly make the preacher sweat, read the Bible, Jesus wept Bitch say that she gon' try me, how come I ain't seen it yet? Give it to him so good that his eyes roll back (Huh?) Shorty said it's all hers, why her thighs don't match? [Chorus: YG] Dat ass, dat ass, dat ass, dat ass Dat ass, dat ass, dat ass, dat ass She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad Gucci bag, Gucci bag, Gucci bag, Fendi bag Prada bag, Louis bag, Gucci bag, Gucci bag Birkin bag, she in the bag, she drip, she swag Never mad, she glad, Louis bag, she in the bag She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad [Verse 2: Cardi B] Weave long, pussy bald, suck his dick through his drawers Lick the balls just because, lil bitch, I evolved I'm a monsta, mouth open wide like opera Face down, ass up, I got perfect posture (Woo) It's lit like a lamp, lick you like a stamp (Yuh) Beat this pussy up (Yuh), I take it like a champ (Woo) Balenciaga momma, I know you heard about her Spoil me in Prada, I'm worth every dollar (Cash) The one you made, could keep 'em (Yeah) I need Chrissy Teigen Know a bad bitch when I see one (Yeah, woo) Tell Rih-Rih I need a threesome I'm his favorite type of chick, boujee, bad, and thick (Uh) I could buy designer, but this Fashion Nova fit All that ass (Woo, woo, woo, woo) [Chorus: YG] Dat ass, dat ass, dat ass, dat ass Dat ass, dat ass, dat ass, dat ass She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad Gucci bag, Gucci bag, Gucci bag, Fendi bag Prada bag, Louis bag, Gucci bag, Gucci bag Birkin bag, she in the bag, she drip, she swag Never mad, she glad, Louis bag, she in the bag She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad [Verse 3: YG] She bad, in the bag, move slow, hit it fast She ride me 'til I crash, 400 minutes, I last She compliment my swag, all you niggas harass All them bitches wanna be her friend now, she laugh (Hey now) Uh, uh, she buy her man a Bentley coupe Uh, uh, she got niggas and bitches, too Uh, uh, she wear off-white to church, ooh Uh, only Birkin, not Dooney & Burke, woo Birkin bag, fuck a tag, fuck me, and she fuck me bad Whispered in her ear, ""You got these bitches beat, they runnin' laps"" You know you something special, you figured it out, you from the traps Step out wearin' that dress, showin' that ass and it's a fuckin' wrap [Chorus: YG] Dat ass, dat ass, dat ass, dat ass Dat ass, dat ass, dat ass, dat ass She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad Gucci bag, Gucci bag, Gucci bag, Fendi bag Prada bag, Louis bag, Gucci bag, Gucci bag Birkin bag, she in the bag, she drip, she swag Never mad, she glad, Louis bag, she in the bag She bad, she bad, she bad, she bad She bad, she bad, she bad, she bad"
Stilettos,Cuban Doll,Sexually Explicit,"[Chorus] Stiletto pumps in the club (Yeah hoe, okay) Stiletto pumps in the club (Yeah hoe, ay) Stiletto pumps in the club (Yeah hoe, ay, ay) Stiletto pumps in the club (Yeah hoe) [Verse 1] Well, show up Blowing up my phone, you ain't got enough Enough bucks for this pussy boy Its gon' cost too much I'ma need more than a truck In your pockets like you drunk I'm that bitch don't give no fucks (Ay) Passing bitches know they stuck (Ay) I'm stuck up? Girl so what? (Uh) Talking tough, you get struck You ain't bought it, bought it You ain't got no dollars, ain't no doubt about it Ask yo nigga, yeah he thought about it Ain't no question, get this lesson, if he stressing (Ay) He'll get taught about it Yeah bitch, Gucci boots, bought a pair, bitch Grab her by the hair, that's your man, I don't care bitch (Ay) He got eyes, he gon stare bitch Fantasize about his face between the thighs of a rare bitch Dranks flowing, pulling up in whips, foreign In my DM, tryna duck his bm, know that bitch boring (Ew) Lemonade, diamonds on my Cuban, bright yellow I keep it real ghetto, stomp a bitch with the heels of my stilettos [Chorus] Stiletto pumps in the club, bitch(Yeah hoe) Stiletto pumps in the club (Yeah hoe) Stiletto pumps in the club, bitch (Yeah hoe) Stiletto pumps in the club (Yeah hoe) [Verse 2] It's a problem bitch, blink and make that shit go away (Yeah) I don't make em drop dollars, they be itching to pay Ain't no kidnapping niggas, they be wishing to stay Hope you got your bills paid, cause he tricking today Okay He know it costs, cause I need a boss (Yup) I let him toss, then I peel off (Peel off) If he start catching feelings, then I know he soft (Know he soft) Make him pay every single bill in my grandma house (Grandma house) It's so easy Pop it right in front of them (Yeah) They handing over keys, but I ain't choosing none of them He thinking I'm his beezie, (Yeah) or at least I'm one of them Keep my mouth so freezy, (Ay) my neck game be numbing em (Ay) I'm in yo city bitch, doing too much I keep it ghetto, stomp a bitch with the heel of my stilettos [Chorus] Stiletto pumps in the club, bitch (Yeah hoe) Stiletto pumps in the club (Yeah hoe) Stiletto pumps in the club, bitch (Yeah hoe) Stiletto pumps in the club (Yeah hoe) "
Pu$$y worth,Cuban Doll,Sexually Explicit,"[Chorus] Pull them panties down Bet he make a wish Put in your mouth Bet he blow a kiss I don’t care bout what you do it gotta price Pick a nigga put it on him, change his life Hope you got some racks in that bank account Cause my pussy fat, worth in large amounts I don’t care bout what you do it gotta price Pick a nigga put it on him, change his life [Verse: Cuban Doll] I like the way you do it right there Talk to me in spanish while you pulling on my hair Yep I call em daddy when he make the kitty purr Pussy so wet he gone have to learn to surf [WOO] Pussy sound like macaroni make him use his tongue to stir Treat the bedroom like a circus this the greatest show on earth Never had to sell my pussy cause I knew my worth If he say I’m number one why you always cumming first? [Interlude: Missy Elliot] Break me off, show me what you got Cause I don't want, no one minute man [Chorus] Pull them panties down Bet he make a wish Put in your mouth Bet he blow a kiss I don’t care bout what you do it gotta price Pick a nigga put it on him, change his life Hope you got some racks in that bank account Cause my pussy fat, worth in large amounts I don’t care bout what you do it gotta price Pick a nigga put it on him, change his life [Pre-Chorus] Better drop a bag I ain’t fucking you free Fucking you for free F-Fucking you for free [Chorus] Pull them panties down Bet he make a wish Put in your mouth Bet he blow a kiss I don’t care bout what you do it gotta price Pick a nigga put it on him, change his life Hope you got some racks in that bank account Cause my pussy fat, worth in large amounts I don’t care bout what you do it gotta price Pick a nigga put it on him, change his life [Pre-Chorus] Better drop a bag I ain’t fucking you free Fucking you for free F-Fucking you for free [Interlude: Cuban Doll & G-Gotti] “Gotti what you doing? Bitch nothing, this nigga wanna go on an date but he want me to pay! Oh hell nah, he better call his baby momma! He better drop a bag on me!” [Chorus] Pull them panties down Bet he make a wish Put in your mouth Bet he blow a kiss I don’t care bout what you do it gotta price Pick a nigga put it on him, change his life Hope you got some racks in that bank account Cause my pussy fat, worth in large amounts I don’t care bout what you do it gotta price Pick a nigga put it on him, change his life"
Juicy,Doja Cat,Sexually Explicit,"[Chorus] I keep it juicy juicy, I eat that lunch (Yeah) She keep that booty booty, she keep that plump (Yeah yeah) That natural beauty beauty, yeah, yeah If you could see it from the front, wait 'til you see it from the back, back, back, back, back (Wait ’til you see it from the...) Back, back, yeah, back, back, back (Wait 'til you see it from the...) Back, back, back, back, back (Wait 'til you see it from the...) If you could see it from the front, wait ’til you see it from the back [Verse 1] He like the Doja and the Cat, yeah He like it thick, he like it fat, yeah Like to keep him wanting more He ask me, ""Doja, where you at, huh?"" And all them niggas wanna know How long it take to pull my pants up, mmh, mmh, mmh Broke a fingernail and then some, mmh Tryna squeeze into my True Religion denim, mmh, mmh, mmh Sell it big, don't wanna sell you light I don't buy it, where the cellulite? He said the body unbelievable Can't trust a big butt and a gemini-i-i-i-i [Chorus] I keep it juicy juicy, I eat that lunch (Yeah) She keep that booty booty, she keep that plump (Yeah yeah) That natural beauty beauty, yeah, yeah If you could see it from the front, wait 'til you see it from the back, back, back, back, back (Wait 'til you see it from the...) Back, back, yeah, back, back, back (Wait 'til you see it from the...) Back, back, back, back, back (Wait 'til you see it from the...) If you could see it from the front, wait ’til you see it from the back [Verse 2] He spend the racks, he in the trap I’m fit and fat, he live for that Okay, he on his knees, attend the Mass He beg for that, I bend and snap She keep it juicy just for papi Call me Buffy with the body I just slipped into my savage and come over like a walkie My fish like Takamaki, like a side of me with saké So I put it in my mouth and suck it out like edamame, yeah Hourglass Coke bottle body, I got that We got time and you're right on that When I turn around and touch it, keep your eyes on that, that, that, that, that, that [Chorus] I keep it juicy juicy, I eat that lunch (Yeah) She keep that booty booty, she keep that plump (Yeah yeah) That natural beauty beauty, yeah, yeah If you could see it from the front, wait ’til you see it from the back, back, back, back, back (Wait 'til you see it from the...) Back, back, yeah, back, back, back (Wait 'til you see it from the...) Back, back, back, back, back (Wait 'til you see it from the...) If you could see it from the front, wait ’til you see it from the back [Bridge] He like it plump, he need that Need the rump and need the thighs, he eat that Eat that up, and in the night, he see that In the dark, and in the ride he keep that Keep it running, like it plump, he need that Need the rump and need the thighs, he eat that Eat that up and in the night, he see that In the dark, and in the ride he keep that Keep it running [Chorus] I keep it juicy juicy, I eat that lunch (Yeah) She keep that booty booty, she keep that plump (Yeah yeah) That natural beauty beauty, yeah, yeah If you could see it from the front, wait 'til you see it from the back, back, back, back, back (Wait 'til you see it from the...) Back, back, yeah, back, back, back (Wait 'til you see it from the...) Back, back, back, back, back (Wait 'til you see it from the...) If you could see it from the front, wait 'til you see it from the back"
Talk Dirty,Doja Cat,Sexually Explicit,"[Intro] Talk, talking to ya See, baby, when I'm talk, talking to ya Baby, when I’m talk, talking to ya Baby, when I'm talk, talking to ya (Yeah, yeah, will you, ayy, will you, will you talk dirty back?) [Chorus] Now, when you talk like that (Will you talk to me?), I be in my bag I be in my bag, now, baby, I'm all in my bag (Will you talk dirty back?) Now, when you talk like that (Will you talk to me?), I be in my bag I be in my bag, now, baby, I’m all in my bag (When you talk dirty back) Now, when you talk like that (Will you talk to me?), I be in my bag I be in my bag (Will you talk to me?), now, baby, I'm all in my bag (When you talk dirty back) Now, when you talk like that (Will you talk to me?), I be in my bag I be in my bag (Will you talk to me?), now, baby, I'm all in my bag (Will you talk dirty back?) [Verse 1] Said when you talk like that, put that shit to work Make that kitty hurt, make that kitty squirt Tell me what's my name, make that kitty yearn Teach me how to jerk, make that kitty learn Uh, wait, who's your mama? Who's your daddy, lil' babe? He want a baddie, he want skinny with a fatty, um, waist Tell me how much you just want my body on you, babe Like the way you say it's yummy when I’m grindin’ on your face Grindin' on your, wait, grindin’ on your face Like the way you say it's yummy when I'm grindin' on your Gri-gri-grindin’ on your face, ayy, grindin' on your face I like the way you say it's yummy when I'm grindin' on your face (Will you talk dirty back?) [Chorus] Talk like that (Will you talk to me?), I be in my bag I be in my bag, now, baby, I'm all in my bag (Will you talk dirty back?) Now, when you talk like that (Will you talk to me?), I be in my bag I be in my bag, now, baby, I'm all in my bag (Will you talk dirty back?) Now, when you talk like that (Will you talk to me?), I be in my bag I be in my bag (Will you talk to me?), now, baby, I'm all in my bag (Will you talk dirty back?) Now, when you talk like that (Will you talk to me?), I be in my bag I be in my bag (Will you talk to me?), now, baby, I'm all in my bag (Will you talk dirty back?) [Verse 2] And I say hey, I don't know the way, I Don't know just how to say what's been all in my head, I Just wanna let you in 'cause I know you got good taste, and I love the way you taste, boy, tell me what you think, I I, I, I And I know you wanted me, now you got me Don't you play with it, get naughty Call you daddy, you call me mami You so crazy when you're talking (Yeah) And I say, yeah, talk like that All up in my ear when he want that wax Funny how the earrings are all intact Can't even hear when I moan like that Aw yeah, that's your fault With a lil' serious tone in fact Grab my hair with the eye contact Phone sex good, that's why I phone back, uh And you know that I pick up right when you call me Got your voice in my head, it's making me horny And I can't help but wake you up in the morning You know most of the day I'm gonna be lonely [Chorus] Talk like that (Will you talk to me?), I be in my bag I be in my bag, now, baby, I'm all in my bag (Will you talk dirty back?) Now, when you talk like that (Will you talk to me?), I be in my bag I be in my bag, now, baby, I'm all in my bag (Will you talk dirty back?) Now, when you talk like that (Will you talk to me?), I be in my bag I be in my bag (Will you talk to me?), now, baby, I'm all in my bag (Will you talk dirty back?) Now, when you talk like that (Will you talk to me?), I be in my bag I be in my bag (Will you talk to me?), now, baby, I'm all in my bag (Will you talk dirty?) [Outro] Will you talk to me? You must have it in you, I just like the way you think I'm open if you are, let me know what it's gon' be Whisper to my soul, boy, I just like the way you speak Talk, talking to ya See baby, when I'm talk, talking to ya Baby, when I'm talk, talking to ya Baby, when I'm talk, talking to ya"
Hitstick,Chinese Kitty,Sexually Explicit,"[Intro & Producer Tag] Woo Kitty (Kitty) Uh, double C's on the fit, that's that drip drip (that's that drip drip) Brandin Blanco Coming out looking like a bad bitch (looking like a bad bitch) Uh, woo [Verse 1] Shoes, double C's on it (Double C's on it) And they know that it's a hit if Kitty breathe on it (Kitty breathe on it) That's the bottom line, really cause the streets want it (Cause the streets want it) And that ass so soft, he could sleep on it Hop up in that foreign, drop the top and hit the speed on it (Skrrt) And they love me cause I do it like a G on it (I'ma G) In that Dolce & Gabbana, spending street money (Street) Wake it up, do it again, like I rewind it (Uh) Got yo baby daddy in my DM, told me he love me (He do, bitch) They be hating when they see me and they be quiet I'm like Deebo to these bitches and I been popping (Been popping) Bring that money to the table and we eat off it If this shit ain't bout that paper, ain't no need talking (No need talking) Make the driver pull me up, can't let my feet walk it (My feet walk it) Got blue hundreds in my bag, I get that cheese often (Ha, cheese) And the way we kill these bitches, they gon' need coffins (Bitch ass) Kitty (Period) [Chorus] Double C's on my shoes make my fit flick (Fit flick) Diamonds in my watch, it got my wrist lit (Got my wrist lit) Been about that dough like it was Bisquick (Quick) Hop up on that wood like its a Hitstick Hop up on that wood like a Hitstick (Ha, Hit-stick) Bend it over, bust it open shorty get chet (Bend it over) Got a nigga back at home, but I might risk it (Uh, uh, uh, uh) That's a bomb ass pussy told him tick tick Boom [Bridge] Told that nigga face first (First) Get my shit and then I leave, it could be way worse (Be way worse) I ain't running after nothing but might chase work (Cs work) Cash app me a wage up in that [?] (Uh) Pretty pussy, kiss it, he can lick it, have a taste first (Mwuah) Had the booty clapping, throw it, they gon' stay twerking (Stay twerking) In that double love recliner, got the suede curtain (Curtain) And I'm always on my grind, and plus my aim perfect Tell that bitch it ain't worth it [Chorus] Double C's on my shoes make my fit flick (Fit flick) Diamonds in my watch, it got my wrist lit (Got that drip drip) Been about that dough like it was Bisquick (Get that dough, yeah, uh) Hop up on that wood like its a Hitstick Hop up on that wood like a Hitstick (Yeah, yeah) Bend it over, bust it open shorty get chet (Get chet) Got a nigga back at home, but I might risk it (Ooo risk) That's a bomb ass pussy told him I'ma tick tick Boom (Boom, boom, boom) [Outro] And that bomb ass pussy told him tick tick Boom Meow, Meow, Meow, Meow (Meow, Meow, Meow, Meow) Kitty (Kitty)"
Spend that Cash,Chinese Kitty,Sexually Explicit,"[Chorus] I'ma bad bitch I ain't showing love I need a savage, show me how to blow guns You a broke nigga, you ain't got no funds Next nigga, throw the bag, I'ma show him so fun I'ma bad bitch, I ain't showing no love He eat my ass, like his mama fed him no lunch Kitty so tight, call me Kitty Cobra If he wanna see this ass, he gonna have to spend that cash [Verse 1] Kitty Gang bitch Kitty Gang bitch Whole lotta gang shit, never the same shit We just go inside, bitch don't do no lines, yeah Every time we slide, yeah, we never hide, yeah Posing for the cameras, wink to the side, yeah You can have your nigga, no he ain't mine, yeah Whole lotta drip, whole lotta fly, yeah I was gon' salute you, but never mind, yeah I just copped a Rari, out in We just rock designer You won't find me sloppy Neck and wrist is drippy Call up [?] Keep a bunch of hotties Come and get your papi [Chorus] I'ma bad bitch I ain't showing love I need a savage, show me how to blow guns You a broke nigga, you ain't got no funds Next nigga, throw the bag, I'ma show him so fun I'ma bad bitch, I ain't showing no love He eat my ass, like his mama fed him no lunch Kitty so tight, call me Kitty Cobra If he wanna see this ass, he gonna have to spend that cash [Verse 2] He said he got a lil' bitch, but she ain't like me He say she trash in the kitchen, she need cake like me And I ain't popping out no where if I ain't icy I ain't posting up no nigga, if I ain't wifey I'm not going back and forth with no broke ass bitch Only fuck if he balling, yeah you know that shit If he see me, then I'm putting all you hoes at risk I only like to fuck a nigga if he hold that stick I'ma rich bitch I make him feel lit She just a lil' sick You just a kill bitch You know I'm bad nigga Give me them bands nigga You know when it come quick I make him cum quicker [Chorus] I'ma bad bitch I ain't showing love I need a savage, show me how to blow guns You a broke nigga, you ain't got no funds Next nigga, throw the bag, I'ma show him so fun I'ma bad bitch, I ain't showing no love He eat my ass, like his mama fed him no lunch Kitty so tight, call me Kitty Cobra If he wanna see this ass, he gonna have to spend that cash"
Splish Splash,DreamDoll,Sexually Explicit,"[Intro] DreamDoll [Hook: DreamDoll] Real freak bitch, make them bitches french kiss (ah ah) Ever seen a Barbie doll on some pimp shit? (ay ay) Let that nigga know he fuckin' with a rich bitch (mwah) But I still do some tricks on that dick tip [Verse 1: DreamDoll] I play no games, leave a stain with my lipstick Starin' with my eyes, be surprised by his dick print This pussy on his wishlist Lickin' all his fingers like it's red tips (ah) Splish splish splash Why you tryna kiss me? You just finished eatin' ass (ew!) I think I'm gonna pass Head was kinda uh but the dick was pretty trash [Hook: DreamDoll] Real freak bitch, make that bitch french kiss (french kiss) Ever seen a Barbie doll on some pimp shit? (ay ay) Let that nigga know he fuckin' with a rich bitch (mwah) But I still do some tricks on that dick tip (what we doin'?) [Verse 2: CupcakKe] I'm 'bout to wet him up like a water park Then I hop straight on top Like my bitch Cardi when she on the charts (You nasty) Look, come touch on my body parts This pussy be a snack So I got him pushin' me up in a shoppin' cart I'm too big for that Pussy good, that been a fact Pussy lips like a Big Mac Put it on his breath like a Tic Tac Yeah, I did that Switch sides like a Gemini Then give me more head than a wig cap He asks ""how you want the D?"" I said ""big and bold, you can put it in caps, no pressure"" Leave a tip on the dresser Now my face lookin' like a chalkboard 'Cause his cum taught me a lecture, ooh ooh ooh Never get bored when I fuck on that cock Changed my name in the bed like IHOP Pussy feel goldie after feelin' his locks Play this for Chyna when sucking up Rob [Verse 3: DreamDoll] Got no time for limp dick No smooth talk, no pimp shit No whack game, no simp shit Just put your mouth on these pink lips That good head, you think quick My pussy wet, it sinks ships That dick good, we link quick I cum hard, no drip drip My shit goes splish splash Ride dick like Six Flags His hands grab my big ass I ain't callin' back if that shit trash, like uh Lickity-lickity, split Cummin all over the dick Lick it right off of the tip He said that my room look like a sex shop Give me wood and some head I call that desktop He fuck me so good, he took my ex spot I'ma love him long time till them checks stop [Hook: DreamDoll] Real freak bitch, make them bitches french kiss (ah ah) Ever seen a Barbie doll on some pimp shit? (ay ay) Let that nigga know he fuckin' with a rich bitch (mwah) But I still do some tricks on that dick tip (dick tip)"
Brazy,DreamDoll,Sexually Explicit,"[Hook] If you take your dick away from me I'll go brazy, I'll go insane If you take your dick away from me I'll go brazy, I'll go insane If you take your dick away from me I'll go brazy, I'll go insane [Verse 1] I told all my bitches how I really want you I know we made plans but I hope they fall through Remember back then when I wouldn't call you I had my hoes up, but now it's all you Pussy get wet, yeah, you love to talk fly The way you grab my ass every time I walk by You tell me I'm the one, I ain't gotta ask why 'Cause you know I'm the hottest bitch up in NY We was chilling on the block when I met you First in, first class, it was jet blue now Got all these bitches out her tryna sweat you I was thinking 'bout your cock when I left you now [Hook] If you take your dick away from me I'll go brazy, I'll go insane If you take your dick away from me I'll go brazy, I'll go insane [Verse 2] I was hiding from my friends on the low though I remember all the time you was my side hoe Pulled up, ask me if I wanna slide through Pulled over and you ate it in the drive-thru His girl see me on the gram, but she really upset He text me like he miss me and he know he just left I feel like I'm in love even though it's just sex I ain't worried bout them hoes I’m the baddest bitch yet Put my wig on your head when you hit it from the back You know it taste good, I ain't never gonna lie Main bitch know what's up, I'ma keep this shit aside Run it, run it, run it back [Alt Hook] When you put that dick inside of me I go brazy, I'll go insane When you put that dick inside of me I go brazy, I'll go insane [Outro] Nah baby, nah baby, nah baby Nah baby, nah baby, nah baby Haha, yeah Haha"
